source,target,spatial_distance,binary_jaccard,geometric_distance,geometric_direction,geometric_image,geometric_depth,geometric_composite,common_camera_count,feature_cosine,feature_l2,scaling_l2,offset_l2
279,306,0.4323245807754893,0.8636363744735718,0.9984028339385986,0.9999802112579346,0.9859421253204346,0.99575275182724,0.9950194954872131,19.0,0.6571287512779236,8.690216064453125,0.23476114869117737,6.527493953704834
279,408,0.5981231107273208,0.9047619104385376,0.9903601408004761,0.9999840259552002,0.989162266254425,0.9924468994140625,0.9929883480072021,19.0,0.433555006980896,10.439801216125488,0.23138374090194702,6.832738876342773
291,240,1.53224523751821,0.5714285969734192,0.9871366620063782,0.9997844099998474,0.8834924697875977,0.9820390343666077,0.9631131291389465,12.0,0.6531972289085388,8.690247535705566,0.038609471172094345,4.053838729858398
291,166,1.5712611948191595,0.9230769276618958,0.9838449954986572,0.9997965693473816,0.9263253211975098,0.9830920696258545,0.973264753818512,12.0,0.6515836715698242,6.401309967041016,0.05575018748641014,4.103726863861084
304,261,0.3276323582361203,1.0,0.99665367603302,0.9999911189079285,0.9970031976699829,0.9965158700942993,0.9975409507751465,20.0,-0.2156655490398407,14.263280868530273,0.15273255109786987,3.6407485008239746
304,273,0.6397362240931495,1.0,0.9954221844673157,0.9999607801437378,0.9847112894058228,0.9937734603881836,0.9934669137001038,20.0,0.7270476818084717,8.715073585510254,0.13650508224964142,1.0170334577560425
333,272,0.4242859632676217,0.8333333134651184,0.9980649948120117,0.9999812841415405,0.9861653447151184,0.9992380142211914,0.9958624243736267,20.0,0.5338631868362427,9.884177207946777,3.3138833045959473,7.073755741119385
333,212,0.7214214799106997,0.8333333134651184,0.9922312498092651,0.9999589920043945,0.9788798093795776,0.9947768449783325,0.9914617538452148,20.0,0.588348388671875,8.285452842712402,0.04996161162853241,3.1613190174102783
334,344,1.282397820139522,0.9411764740943909,0.9982752799987793,0.9998288154602051,0.939545214176178,0.9933948516845703,0.982761025428772,32.0,0.7686498761177063,11.74744987487793,0.06835205107927322,4.831226348876953
346,370,1.8969442711618694,0.7878788113594055,0.9817750453948975,0.9996993541717529,0.8102592825889587,0.9728733897209167,0.9411517977714539,26.0,0.5208929777145386,18.522199630737305,1.2440950870513916,4.401257514953613
346,376,1.9677632690634026,0.8181818127632141,0.9823744297027588,0.9996650218963623,0.8072136044502258,0.9736164212226868,0.940717339515686,27.0,0.4652707576751709,17.01127815246582,1.2934476137161255,4.931633949279785
356,344,0.13386566893286828,1.0,0.9999239444732666,0.9999980926513672,0.9989808201789856,0.9994444251060486,0.999586820602417,34.0,0.7330167889595032,10.886175155639648,0.059861790388822556,1.8191392421722412
356,505,1.8721364990134306,1.0,0.9648613929748535,0.9999400973320007,0.9794469475746155,0.966105043888092,0.9775883555412292,34.0,0.196428582072258,27.43034553527832,0.5002281069755554,6.016666412353516
378,365,0.368694978735456,0.9642857313156128,0.9996006488800049,0.9999851584434509,0.9949826598167419,0.9977982640266418,0.9980916976928711,27.0,0.9005796909332275,9.989248275756836,0.18094003200531006,3.233285665512085
378,400,0.4991716404416279,0.9285714030265808,0.9979941248893738,0.9999738335609436,0.9909988641738892,0.996678352355957,0.9964112639427185,26.0,0.0,20.402027130126953,2.5362963676452637,5.351805210113525
394,339,0.44730701419169494,0.9230769276618958,0.9986552596092224,0.9999786019325256,0.9885366559028625,0.9979629516601562,0.9962833523750305,24.0,0.050209637731313705,21.767675399780273,1.9660813808441162,8.816254615783691
394,243,0.6504109553764429,0.7692307829856873,0.9910387992858887,0.9999743700027466,0.9808737635612488,0.9940875768661499,0.9914936423301697,20.0,0.2700848877429962,21.903722763061523,1.4839614629745483,7.399329662322998
394,387,0.6931465463426792,0.7692307829856873,0.9940817952156067,0.9999558329582214,0.9673589468002319,0.990201473236084,0.9878995418548584,20.0,0.7969027757644653,13.581619262695312,2.001795768737793,7.639045238494873
408,280,0.5881420580107282,0.9523809552192688,0.9883106350898743,0.999996542930603,0.9980953931808472,0.9891064763069153,0.9938772916793823,20.0,0.40089187026023865,5.788163185119629,0.24179646372795105,6.558041095733643
432,515,1.736874282487132,0.9090909361839294,0.9670414328575134,0.9999454021453857,0.9602190256118774,0.9632344841957092,0.9726100564002991,30.0,0.20412415266036987,12.334273338317871,0.11171551793813705,4.182521820068359
452,510,1.1876569073554413,0.8666666746139526,0.9943061470985413,0.9998459219932556,0.9273378849029541,0.9939454197883606,0.9788588285446167,26.0,-0.04564354568719864,17.904827117919922,0.10698684304952621,5.661884784698486
453,454,0.1119999885559082,1.0,0.9998934864997864,0.9999985098838806,0.9995051026344299,0.9992841482162476,0.9996703267097473,26.0,0.7991126775741577,7.080122947692871,0.05836513265967369,1.483022928237915
453,499,1.0173540979855789,0.8333333134651184,0.9962994456291199,0.9998845458030701,0.9365864396095276,0.9956054091453552,0.9820939898490906,25.0,0.0,18.059417724609375,0.05764470621943474,3.499342203140259
474,488,0.7725079222668404,0.931034505367279,0.9996225833892822,0.9999313354492188,0.9737961292266846,0.9955996870994568,0.9922374486923218,27.0,0.5570029616355896,12.550135612487793,0.06947474926710129,19.174697875976562
474,430,0.8391114601761718,0.9629629850387573,0.9841117858886719,0.9999843835830688,0.9913011789321899,0.986009955406189,0.9903517961502075,26.0,-0.27060404419898987,15.866305351257324,2.4697635173797607,8.068832397460938
477,548,0.9601325752168958,0.8709677457809448,0.9947001338005066,0.9999003410339355,0.9381324648857117,0.9970201849937439,0.9824382662773132,27.0,0.21912524104118347,18.309185028076172,0.06910336017608643,4.3653974533081055
482,494,0.40917690390879463,0.9655172228813171,0.9996015429496765,0.9999808073043823,0.9919629693031311,0.9978317618370056,0.9973442554473877,28.0,0.3075406849384308,27.643281936645508,0.2606012225151062,6.930422306060791
482,492,0.4296997216545912,0.9655172228813171,0.9993241429328918,0.9999788999557495,0.991753876209259,0.9975927472114563,0.997162401676178,28.0,-0.02793993428349495,16.01051902770996,0.2430269420146942,5.731932640075684
482,526,0.6380485865794219,1.0,0.994824230670929,0.9999595880508423,0.9817841649055481,0.9967068433761597,0.9933186769485474,28.0,0.174714133143425,12.94852352142334,0.28755253553390503,3.4730257987976074
482,502,0.6481242164324131,0.9333333373069763,0.9974809885025024,0.9999532699584961,0.9674615263938904,0.9937453866004944,0.9896603226661682,28.0,0.1322600096464157,19.094518661499023,0.2759549915790558,3.532533645629883
482,450,0.8819805799638303,0.8620689511299133,0.9964920878410339,0.9999138116836548,0.9613300561904907,0.9953953623771667,0.9882827997207642,25.0,0.36004117131233215,14.715065002441406,0.19809062778949738,4.775437355041504
489,486,0.23130910108236222,1.0,0.9998560547828674,0.9999939799308777,0.9978169798851013,0.9985812902450562,0.9990620613098145,30.0,0.130585715174675,21.862213134765625,0.19387070834636688,3.8300724029541016
489,511,1.0593887053188757,0.9677419066429138,0.9945688247680664,0.9998791813850403,0.9595416784286499,0.9925447106361389,0.9866335988044739,30.0,0.5206331014633179,14.839667320251465,0.1755049079656601,6.569597244262695
509,512,0.6595911055971565,0.8823529481887817,0.9939724802970886,0.999959409236908,0.9724566340446472,0.9907948970794678,0.9892958402633667,30.0,0.0,12.332269668579102,0.33644676208496094,3.445065498352051
515,569,1.1896081426850058,0.9677419066429138,0.9914924502372742,0.9998541474342346,0.9482996463775635,0.9918115735054016,0.9828644394874573,30.0,0.18018747866153717,17.625263214111328,0.16632506251335144,11.949150085449219
521,519,0.03919167199805965,1.0,0.9998219013214111,0.9999998807907104,0.9999236464500427,0.9998001456260681,0.9998863935470581,30.0,0.2206389307975769,15.725284576416016,0.28647834062576294,9.825669288635254
521,494,0.26193070539532953,0.9666666388511658,0.9965252876281738,0.9999951124191284,0.9967819452285767,0.9976932406425476,0.9977489113807678,29.0,0.007710580248385668,31.621782302856445,0.31528615951538086,10.502248764038086
521,531,0.3229958979176142,1.0,0.99860680103302,0.9999883770942688,0.9958922266960144,0.99794602394104,0.9981083273887634,30.0,-0.03872014209628105,17.87038230895996,0.1609106957912445,12.674997329711914
521,543,0.6936755529244729,0.8529411554336548,0.9975953102111816,0.9999457597732544,0.9609819650650024,0.99339359998703,0.9879791736602783,29.0,0.24913643300533295,12.539559364318848,0.7919521331787109,12.927005767822266
524,471,0.9042468377275675,1.0,0.9900457262992859,0.9999311566352844,0.9761694669723511,0.9913803339004517,0.9893816709518433,30.0,0.9432404637336731,5.787644386291504,0.07864953577518463,1.5340383052825928
542,640,0.9661127568033754,0.9166666865348816,0.9834928512573242,0.999960720539093,0.9754772782325745,0.9867240190505981,0.9864137172698975,33.0,0.950798511505127,6.888782024383545,0.10440865159034729,3.6868741512298584
546,549,0.91745844186931,0.8823529481887817,0.9919989705085754,0.9999187588691711,0.9525126218795776,0.9878881573677063,0.9830796122550964,30.0,-0.021398022770881653,18.1203556060791,0.19085374474525452,5.5902581214904785
546,598,0.9878634350112551,0.9428571462631226,0.9867902994155884,0.9999309778213501,0.9760099649429321,0.9882915616035461,0.9877557158470154,33.0,0.9093911647796631,15.116206169128418,0.04079774394631386,2.1653058528900146
554,502,0.7714933326232248,0.8571428656578064,0.9983615279197693,0.9999324083328247,0.9516552686691284,0.9970890879631042,0.9867595434188843,30.0,0.8893980383872986,9.016491889953613,0.036807287484407425,4.227931022644043
554,499,1.0770027785627043,0.8285714387893677,0.9987322688102722,0.9998669028282166,0.9066229462623596,0.9922627806663513,0.9743711948394775,29.0,0.3642463982105255,16.631145477294922,0.05753839761018753,3.9290499687194824
554,508,1.1000982600400986,0.8571428656578064,0.9963945746421814,0.9998636841773987,0.9037797451019287,0.9898383021354675,0.9724690914154053,30.0,-8.481524815806551e-09,15.731851577758789,0.570712685585022,8.6937894821167
570,629,1.0775162029864878,0.9411764740943909,0.9933907389640808,0.9998747110366821,0.9323691129684448,0.9953320026397705,0.9802416563034058,32.0,0.8774790167808533,8.920234680175781,0.2131420522928238,7.8320794105529785
584,644,0.8389696348048596,0.8666666746139526,0.9926377534866333,0.9999279379844666,0.9469563364982605,0.9976576566696167,0.9842949509620667,26.0,0.5345224738121033,6.802568435668945,0.23057696223258972,9.624831199645996
584,594,1.0346944462089094,0.807692289352417,0.9905227422714233,0.9998918175697327,0.9457924962043762,0.9863934516906738,0.9806501269340515,21.0,0.5625,6.892169952392578,0.11806661635637283,6.341494560241699
587,591,1.3671346082631755,0.7407407164573669,0.9907525181770325,0.9997929334640503,0.8845733404159546,0.9837154150009155,0.9647085666656494,20.0,0.6132223606109619,13.335371017456055,0.06928206235170364,5.921555995941162
593,666,1.0302306268066277,0.9333333373069763,0.9883198142051697,0.9999046921730042,0.9532915353775024,0.9926372170448303,0.9835383296012878,28.0,0.8874193429946899,7.390268802642822,0.17211635410785675,2.3479838371276855
598,607,0.6092630205622155,0.9411764740943909,0.9913392066955566,0.9999748468399048,0.9816021919250488,0.9886245727539062,0.9903851747512817,32.0,0.5895934700965881,21.611207962036133,0.017526669427752495,1.6958978176116943
616,582,0.5467680678717832,0.8999999761581421,0.9927647709846497,0.9999768733978271,0.9826495051383972,0.9956748485565186,0.9927664995193481,27.0,-0.16224990785121918,33.02853012084961,2.3513576984405518,8.799952507019043
618,617,0.48312915730530676,1.0,0.9981839656829834,0.999972403049469,0.9887666702270508,0.9965843558311462,0.9958768486976624,30.0,0.41576090455055237,10.391347885131836,0.4322299659252167,5.510639667510986
618,684,0.8073252222620542,1.0,0.9904652833938599,0.9999428391456604,0.980272650718689,0.9908179044723511,0.9903746843338013,30.0,0.9035078287124634,17.500885009765625,0.04840752109885216,3.3541736602783203
621,608,0.0932948341731886,1.0,0.9997456669807434,0.9999989867210388,0.9993549585342407,0.9997075200080872,0.9997017979621887,34.0,0.6237950921058655,13.35891342163086,0.035274799913167953,8.134763717651367
621,542,0.9993293259117767,0.9428571462631226,0.9845326542854309,0.9999446272850037,0.9746411442756653,0.9873276948928833,0.986611545085907,33.0,0.5914961695671082,16.058956146240234,0.11730342358350754,5.348390102386475
624,611,0.7623636248386396,0.9411764740943909,0.9917385578155518,0.9999479651451111,0.9627469182014465,0.9879741072654724,0.9856019020080566,32.0,-0.4242795407772064,28.716327667236328,0.17499174177646637,4.288796901702881
640,612,0.3094253182487193,0.9714285731315613,0.9989575743675232,0.9999889135360718,0.9952988624572754,0.9983336329460144,0.9981447458267212,34.0,0.8243362307548523,12.939634323120117,0.15271832048892975,3.5943078994750977
679,673,0.3864506728145859,0.939393937587738,0.998012125492096,0.9999827146530151,0.9922723174095154,0.9970381259918213,0.9968263506889343,31.0,0.5470475554466248,17.214458465576172,0.10937504470348358,5.712634086608887
703,711,0.25848860799052636,0.970588207244873,0.9980111718177795,0.999992847442627,0.9947255253791809,0.9965605139732361,0.9973224997520447,33.0,0.9844047427177429,4.091324329376221,0.018958237022161484,3.571615219116211
716,648,1.0134605429864114,0.970588207244873,0.9915669560432434,0.9998931884765625,0.9624426960945129,0.9930846691131592,0.9867468476295471,33.0,-0.018281809985637665,21.05138397216797,0.05460364744067192,1.251464605331421
727,694,1.0408615192741701,0.970588207244873,0.9994193315505981,0.9998674392700195,0.952447235584259,0.9932544827461243,0.9862471222877502,33.0,0.29193711280822754,17.484426498413086,0.041041821241378784,1.083651065826416
754,652,0.9215782832158617,0.90625,0.988480806350708,0.9999284148216248,0.9749075174331665,0.9899160861968994,0.9883081912994385,29.0,0.3555331528186798,15.86768913269043,2.836764335632324,9.918671607971191
754,632,0.9390264126542199,0.96875,0.9804470539093018,0.9999894499778748,0.9931330680847168,0.9789047241210938,0.988118588924408,31.0,0.2504897117614746,14.822019577026367,2.9547364711761475,12.297246932983398
765,775,0.6919077275130253,0.9444444179534912,0.9937564730644226,0.9999505281448364,0.9641895294189453,0.990047812461853,0.9869861006736755,34.0,-0.06320171803236008,29.109699249267578,0.2865140438079834,2.2240684032440186
777,771,0.6739029319451477,0.9166666865348816,0.9934216141700745,0.9999542236328125,0.9666075110435486,0.9897451400756836,0.9874321222305298,33.0,0.4365641474723816,15.45632266998291,0.05414299666881561,4.352593898773193
788,777,0.15512518454152785,1.0,0.9990699291229248,0.9999972581863403,0.9980348944664001,0.9982397556304932,0.9988354444503784,36.0,0.9241847991943359,13.753936767578125,0.09696348756551743,7.875076770782471
788,806,0.870640817506139,0.9459459185600281,0.9921331405639648,0.9999212026596069,0.9691096544265747,0.9909195899963379,0.9880208969116211,35.0,0.6066388487815857,24.94415855407715,0.13152633607387543,9.222269058227539
791,788,0.11757600549527505,1.0,0.9997168779373169,0.9999983310699463,0.9993711113929749,0.9992650151252747,0.9995878338813782,36.0,0.9128708839416504,11.413851737976074,0.12308438867330551,7.56077766418457
806,816,0.31435002614143076,1.0,0.9978809356689453,0.9999886751174927,0.9961009621620178,0.9977440237998962,0.9979286193847656,36.0,0.6449020504951477,21.719825744628906,0.22292792797088623,10.33655834197998
816,761,0.8163135811267557,0.9166666865348816,0.9942719340324402,0.9999247193336487,0.9686880111694336,0.9953610897064209,0.9895614385604858,33.0,0.27755191922187805,28.690589904785156,0.21021242439746857,14.218719482421875
819,737,0.6850179925755806,0.9722222089767456,0.9874222874641418,0.999981701374054,0.9938013553619385,0.9878606796264648,0.9922664761543274,35.0,0.5316134691238403,18.73841094970703,0.0761965811252594,8.553906440734863
821,763,0.5856915378667202,0.9444444179534912,0.9954250454902649,0.9999623894691467,0.9779573082923889,0.9976725578308105,0.992754340171814,34.0,0.55901700258255,12.283658027648926,0.8042631149291992,6.788086891174316
826,675,1.1764274340687728,0.8611111044883728,0.9893888831138611,0.9998569488525391,0.9070512056350708,0.9951185584068298,0.9728538990020752,31.0,0.9328981637954712,11.745328903198242,0.2809848189353943,9.671103477478027
826,661,1.2844382875814795,0.9722222089767456,0.981830894947052,0.9998810887336731,0.9473945498466492,0.9856752753257751,0.9786954522132874,35.0,-0.2616279721260071,27.320953369140625,1.47524094581604,8.949164390563965
851,839,1.5685129619616214,0.9666666388511658,0.965593695640564,0.999954104423523,0.9845672845840454,0.9660214781761169,0.9790341258049011,29.0,0.8672720789909363,17.721044540405273,0.1615857034921646,6.264695167541504
881,914,1.537837111649316,1.0,0.9637851119041443,0.9999744296073914,0.9912812113761902,0.9640989303588867,0.9797849059104919,32.0,0.8809793591499329,13.330892562866211,0.27835121750831604,1.2497650384902954
884,888,1.0150770018143132,0.9142857193946838,0.9982725381851196,0.9998469948768616,0.9290253520011902,0.9948217272758484,0.9804916381835938,32.0,0.8662710189819336,12.01833438873291,0.3825286030769348,4.600674152374268
932,878,1.7075072767336914,0.8823529481887817,0.9626049399375916,0.9999108910560608,0.9379562139511108,0.9677708148956299,0.9670607447624207,30.0,0.5029014945030212,22.99493408203125,0.19423255324363708,2.396754264831543
936,894,1.0449116986957336,0.8823529481887817,0.9941281676292419,0.999833345413208,0.8844131827354431,0.9983717799186707,0.9691866040229797,30.0,0.8831772804260254,21.437768936157227,0.06480675935745239,2.238825559616089
940,907,1.8769165309832967,0.9714285731315613,0.9767552614212036,0.9995708465576172,0.8666380643844604,0.9777703285217285,0.9551836252212524,34.0,-0.07845986634492874,16.793865203857422,0.0642036497592926,5.683514595031738
940,902,1.8858503201542531,0.9714285731315613,0.9764243960380554,0.9995695948600769,0.8660206198692322,0.977667510509491,0.9549205303192139,34.0,0.07001400738954544,11.525734901428223,0.0726572722196579,2.989675760269165
940,908,2.048749902019917,0.9444444179534912,0.9764465093612671,0.999466061592102,0.8369816541671753,0.9775139093399048,0.9476020336151123,34.0,0.15629050135612488,15.878878593444824,0.2079124003648758,5.7405476570129395
953,1066,2.281220308802071,0.7678571343421936,0.978280246257782,0.9991771578788757,0.5645363926887512,0.9914881587028503,0.8833705186843872,43.0,0.6234776377677917,20.240121841430664,0.49347057938575745,2.3960843086242676
972,985,0.5444705809618555,0.8999999761581421,0.9998775124549866,0.999943196773529,0.960233211517334,0.99555903673172,0.9889032244682312,27.0,-0.16301779448986053,24.220354080200195,0.09087321162223816,1.9166332483291626
972,996,0.8625166169184942,0.8181818127632141,0.999768853187561,0.999857485294342,0.900890052318573,0.9933722615242004,0.9734721779823303,27.0,-0.28842800855636597,29.36616325378418,0.0649823546409607,10.148012161254883
972,943,0.9435773878404915,0.9259259104728699,0.9807268381118774,0.9999273419380188,0.9488846063613892,0.9854968786239624,0.9787589311599731,25.0,0.40246710181236267,19.52230453491211,0.05233389139175415,1.9892958402633667
992,977,0.26454545717602723,0.9677419066429138,0.9998219013214111,0.9999866485595703,0.9901574850082397,0.9981054663658142,0.9970179200172424,30.0,0.7869910001754761,6.679842472076416,0.056336529552936554,1.9443280696868896
992,1028,0.8928512803107658,0.9117646813392639,0.983374834060669,0.9999157190322876,0.9559022188186646,0.9868409037590027,0.9815084338188171,31.0,0.7885696887969971,10.607966423034668,0.08873437345027924,2.6661031246185303
999,1044,1.0883288841356111,0.9411764740943909,0.9728381037712097,0.9999570250511169,0.9823363423347473,0.9713394045829773,0.9816176891326904,32.0,-0.016232818365097046,22.700029373168945,0.5267810225486755,8.62508773803711
999,963,1.417242686356964,0.7647058963775635,0.9969329833984375,0.9996176958084106,0.7540220618247986,0.9917818307876587,0.9355886578559875,26.0,-0.08059096336364746,32.376075744628906,0.12943793833255768,4.897257328033447
1001,1024,0.4640007019045419,0.9411764740943909,0.9913962483406067,0.9999769330024719,0.9889624714851379,0.9929595589637756,0.993323802947998,32.0,0.6432241797447205,12.446371078491211,0.16672895848751068,3.1792843341827393
